6.557.000;0.0
6.557.000;0.0
6.557.000;0.0
6.557.000;0.0
6.557.002,321;0.0
6.557.012,068;0.0
6.557.028,621;0.0
6.557.051,982;0.0
6.557.082,15;0.0
6.557.119,125;0.0
6.557.162,906;0.0
6.557.213,493;0.0
6.557.270,887;0.0
6.557.335,087;0.0
6.557.406,092;0.0
6.557.483,902;0.0
6.557.568,518;0.0
6.557.659,938;0.0
6.557.758,162;0.0
6.557.863,19;0.0
6.557.975,021;0.0
6.558.093,655;0.0
6.558.219,09;0.0
6.558.351,328;0.0
6.558.490,367;0.0
6.558.636,205;0.0
6.558.788,844;0.0
6.558.948,282;0.0
6.559.114,518;0.0
6.559.287,551;0.0
6.559.467,381;0.0
6.559.654,008;0.0
6.559.847,429;0.0
6.560.047,645;0.0
6.560.254,653;0.0
6.560.468,455;0.0
6.560.689,047;0.0
6.560.916,431;0.0
6.561.150,603;0.0
6.561.391,564;0.0
6.561.639,312;0.0
6.561.893,846;0.0
6.562.155,166;0.0
6.562.423,269;0.0
6.562.698,154;0.0
6.562.979,821;0.0
6.563.268,268;0.0
6.563.563,494;0.0
6.563.865,497;0.0
6.564.174,276;0.0
6.564.489,83;0.0
6.564.812,158;0.0
6.565.141,257;0.0
6.565.477,126;0.0
6.565.819,764;0.0
6.566.169,169;0.0
6.566.525,34;0.0
6.566.888,276;0.0
6.567.257,973;0.0
6.567.634,432;0.0
6.568.017,649;0.0
6.568.407,624;0.0
6.568.804,354;0.0
6.569.207,839;0.0
6.569.618,075;0.0
6.570.035,061;0.0
6.570.458,796;0.0
6.570.889,277;0.0
6.571.326,503;0.0
6.571.770,471;0.0
6.572.221,179;0.0
6.572.678,626;0.0
6.573.142,81;0.0
6.573.613,728;0.0
6.574.091,378;0.0
6.574.575,758;0.0
6.575.066,866;0.0
6.575.564,699;0.0
6.576.069,257;0.0
6.576.580,535;0.0
6.577.098,533;0.0
6.577.623,247;0.0
6.578.154,675;0.0
6.578.692,815;0.0
6.579.237,665;0.0
6.579.789,222;0.0
6.580.347,483;0.0
6.580.912,447;0.0
6.581.484,11;0.0
6.582.062,47;0.0
6.582.647,525;0.0
6.583.239,271;0.0
6.583.837,707;0.0
6.584.442,829;0.0
6.585.054,635;0.0
6.585.673,123;0.0
6.586.298,289;0.0
6.586.930,13;0.0
6.587.568,644;0.0
6.588.213,828;0.0
6.588.865,68;0.0
6.589.524,195;0.0
6.590.189,372;0.0
6.590.861,207;0.0
6.591.539,698;0.0
6.592.224,841;0.0
6.592.916,633;0.0
6.593.615,072;0.0
6.594.320,154;0.0
6.595.031,876;0.0
6.595.750,235;0.0
6.596.475,227;0.0
6.597.206,851;0.0
6.597.945,101;0.0
6.598.689,976;0.0
6.599.441,472;0.0
6.600.199,585;0.0
6.600.964,312;0.0
6.601.735,65;0.0
6.602.513,595;0.0
6.603.298,145;0.0
6.604.089,295;0.0
6.604.887,042;0.0
6.605.691,383;0.0
6.606.502,314;0.0
6.607.319,831;0.0
6.608.143,931;0.0
6.608.974,611;0.0
6.609.811,866;0.0
6.610.655,693;0.0
6.611.506,089;0.0
6.612.363,049;0.0
6.613.226,57;0.0
6.614.096,648;0.0
6.614.973,28;0.0
6.615.856,461;0.0
6.616.746,188;0.0
6.617.642,456;0.0
6.618.545,263;0.0
6.619.454,603;0.0
6.620.370,474;0.0
6.621.292,871;0.0
6.622.221,789;0.0
6.623.157,226;0.0
6.624.099,177;0.0
6.625.047,637;0.0
6.626.002,604;0.0
6.626.964,072;0.0
6.627.932,037;0.0
6.628.906,496;0.0
6.629.887,445;0.0
6.630.874,878;0.0
6.631.868,791;0.0
6.632.869,182;0.0
6.633.876,044;0.0
6.634.889,374;0.0
6.635.909,167;0.0
6.636.935,42;0.0
6.637.968,127;0.0
6.639.007,284;0.0
6.640.052,887;0.0
6.641.104,931;0.0
6.642.163,412;0.0
6.643.228,326;0.0
6.644.299,667;0.0
6.645.377,431;0.0
6.646.461,614;0.0
6.647.552,21;0.0
6.648.649,216;0.0
6.649.752,627;0.0
6.650.862,437;0.0
6.651.978,643;0.0
6.653.101,239;0.0
6.654.230,221;0.0
6.655.365,584;0.0
6.656.507,323;0.0
6.657.655,433;0.0
6.658.809,91;0.0
6.659.970,748;0.0
6.661.137,943;0.0
6.662.311,49;0.0
6.663.491,383;0.0
6.664.677,618;0.0
6.665.870,191;0.0
6.667.069,094;0.0
6.668.274,325;0.0
6.669.485,878;0.0
6.670.703,747;0.0
6.671.927,927;0.0
6.673.158,414;0.0
6.674.395,203;0.0
6.675.638,287;0.0
6.676.887,662;0.0
6.678.143,324;0.0
6.679.405,265;0.0
6.680.673,482;0.0
6.681.947,969;0.0
